contrato,produto
1.336307871,CONTROLE
1.338331456,CONTROLE
1.338213117,CONTROLE
1.336316514,CONTROLE
1.332373861,CONTROLE
1.332374526,CONTROLE
1.335683405,CONTROLE
1.335683600,CONTROLE
1.308522832,CONTROLE
1.320422401,POS
1.335353670,CONTROLE
1.336083675,CONTROLE
7.1862062,CORPORATE
1.337512542,CONTROLE
1.334812329,CONTROLE
1.334128515,CONTROLE
1.331597842,CONTROLE
1.330719450,CONTROLE
1.337222379,CONTROLE
1.330287143,POS
1.336492762,LIVE
1.337249935,CONTROLE
1.336729116,CONTROLE
1.331537000,CONTROLE
1.328869715,CONTROLE
1.321765996,OI
1.329955406,CONTROLE
1.334424907,CONTROLE
1.329965864,CONTROLE
1.81010489,CONTROLE
1.316859324,POS
1.328297289,CONTROLE
1.330280108,CONTROLE
1.332970479,CONTROLE
1.319246192,POS
1.336868160,CONTROLE
1.332062624,CONTROLE
1.334709507,CONTROLE
1.65383551,CONTROLE
1.334937216,CONTROLE
1.336439214,CONTROLE
1.86570416,CONTROLE
1.322700048,CONTROLE
1.331544825,CONTROLE
1.304896250,POS
1.315696305,CONTROLE
1.329594070,POS
1.337264540,CONTROLE
1.325365883,CONTROLE
1.336794617,CONTROLE
1.45000085,POS
1.314008055,CONTROLE
1.334834410,CONTROLE
1.334329928,CONTROLE
1.322124479,LIVE
1.296676503,CONTROLE
1.336373090,Controle
1.336305714,CONTROLE
1.320653216,LIVE
1.329987937,CONTROLE
1.336462974,CONTROLE
1.324129291,POS
1.331445425,CONTROLE
1.335074053,CONTROLE
1.318236259,CONTROLE
1.336171394,CONTROLE
1.62110964,CONTROLE
1.337824864,CONTROLE
1.337826988,CONTROLE
1.335509680,CONTROLE
1.84792536,CONTROLE
1.337925577,CONTROLE
1.338911109,CONTROLE
1.336217112,CONTROLE
1.336280713,Controle
1.336383307,CONTROLE
1.335038823,POS
1.318253552,POS
1.334024026,CONTROLE
1.337397533,POS
1.336486190,CONTROLE
1.327938675,CONTROLE
1.330569069,POS
1.338474697,CONTROLE
1.337093478,CONTROLE
1.85566337,FIXO
1.330734210,CONTROLE
1.331129344,CONTROLE
1.328641833,CONTROLE
1.329550177,LIVE
1.80460408,CONTROLE
7.1989437,CORPORATE
1.336098990,CONTROLE
1.315248774,CONTROLE
1.334704205,CONTROLE
1.335003448,CONTROLE
1.335230724,CONTROLE
1.329906917,CONTROLE
1.339946825,CONTROLE
1.330043347,CONTROLE
1.335759404,CONTROLE
1.85835871,LIVE
1.335546584,CONTROLE
1.316126172,CONTROLE
1.336360764,CONTROLE
1.323227453,CONTROLE
1.317190681,CONTROLE
1.337704602,CONTROLE
1.326978841,CONTROLE
1.326977968,CONTROLE
1.337595815,CONTROLE
1.335550392,CONTROLE
1.333592221,CONTROLE
1.52100085,POS
1.333461908,CONTROLE
1.338065558,CONTROLE
1.331238211,POS
1.334086185,CONTROLE
1.76220099,CONTROLE
1.75482988,CONTROLE
1.75161502,CONTROLE
1.340238595,CONTROLE
1.337955235,CONTROLE
1.317172408,CONTROLE
1.330479083,CONTROLE
1.338293755,CONTROLE
1.341155725,LIVE
1.47232238,CONTROLE
1.329955258,CONTROLE
1.336974056,CONTROLE
1.338269570,CONTROLE
1.261204234,CONTROLE
1.330917440,CONTROLE
1.320448963,POS
1.333531563,CONTROLE
1.333408025,CONTROLE
1.335375537,CONTROLE
1.68359557,CONTROLE
1.65460926,CONTROLE
1.315200090,CONTROLE
1.331245277,CONTROLE
1.328327588,CONTROLE
1.263722796,CONTROLE
1.327782242,LIVE
1.340029163,CONTROLE
1.337062783,LIVE
1.337975923,CONTROLE
1.326819878,POS
1.329680378,OI
1.334640177,POS
1.318138372,CONTROLE
1.329732989,CONTROLE
1.318598732,CONTROLE
1.334630858,CONTROLE
1.338957945,CONTROLE
1.86029263,CONTROLE
1.340336233,POS
1.335577938,CONTROLE
1.324247185,LIVE
1.328509594,POS
1.340341710,CONTROLE
1.63369259,CONTROLE
1.336971389,CONTROLE
1.334569977,CONTROLE
1.338342857,CONTROLE
1.334259902,POS
1.335069427,CONTROLE
1.331937299,CONTROLE
1.337477257,CONTROLE
1.340476255,CONTROLE
1.337710846,CONTROLE
1.331322429,POS
1.82397540,POS
1.329214184,CONTROLE
1.336554164,LIVE
1.339603774,CONTROLE
1.340663230,CONTROLE
1.334735295,CONTROLE
1.318876782,CONTROLE
1.338883704,CONTROLE
1.333306825,POS
1.339100695,CONTROLE
1.336062368,CONTROLE
1.46457007,CONTROLE
1.328730420,FIXO
1.329101725,CONTROLE
1.336460826,CONTROLE
1.335945018,CONTROLE
1.334077971,CONTROLE
1.330868491,CONTROLE
1.337400082,CONTROLE
1.337411242,CONTROLE
1.326955712,POS
1.298641903,CONTROLE
1.49735731,POS
1.316777728,CONTROLE
1.338580132,LIVE
1.332382283,CONTROLE
1.334114891,POS
1.87270703,CONTROLE
1.339165256,CONTROLE
1.335576705,CONTROLE
1.339000374,POS
1.330262511,POS
1.328958918,CONTROLE
7.2098504999999,CORPORATE
7.2098505,CORPORATE
1.335670487,POS
1.338583814,CONTROLE
1.336479127,CONTROLE
1.336059987,CONTROLE
1.76105467,CONTROLE
1.76116460,CONTROLE
1.76138792,CONTROLE
1.76616836,CONTROLE
1.328017600,POS
1.73039835,LIVE
1.336381802,CONTROLE
1.80312527,CONTROLE
1.80312532,CONTROLE
1.320377511,CONTROLE
1.84628896,CONTROLE
1.331872896,POS
1.335865063,CONTROLE
1.335451615,CONTROLE
1.45954019,POS
1.332724924,CONTROLE
1.335325613,CONTROLE
1.314635357,CONTROLE
1.337322414,CONTROLE
1.319622022,CONTROLE
1.333785887,CONTROLE
1.324300848,LIVE
1.332850241,CONTROLE
1.337238358,CONTROLE
1.332937247,LIVE
1.335573313,CONTROLE
1.328189264,POS
1.337446980,CONTROLE
1.333352402,POS
1.332631611,CONTROLE
1.327800090,POS
1.340750202,CONTROLE
1.340305377,CONTROLE
1.335616556,CONTROLE
1.268297478,LIVE
1.334785068,CONTROLE
1.285733401,CONTROLE
1.333710472,LIVE
1.338511271,CONTROLE
1.335349666,CONTROLE
1.320475421,POS
1.331473247,CONTROLE
1.301577717,LIVE
1.331895441,POS
1.69609478,CONTROLE
1.325660154,CONTROLE
1.341481215,CONTROLE
1.321810212,OI
1.333677584,CONTROLE
1.321442048,OI
1.279827389,CONTROLE
1.338460751,POS
1.331857733,POS
1.329208619,CONTROLE
1.329209135,CONTROLE
1.336133438,CONTROLE
1.320213357,OI
1.324567384,CONTROLE
1.330365014,CONTROLE
1.330754470,POS
1.337727393,CONTROLE
1.335315842,POS
1.332374070,CONTROLE
1.316600435,LIVE
1.327640746,CONTROLE
1.330152632,CONTROLE
1.338395525,CONTROLE
1.337743135,CONTROLE
1.334012216,CONTROLE
1.321592435,POS
1.336501256,POS
1.332066367,CONTROLE
1.317248003,CONTROLE
1.336450784,CONTROLE
1.262188145,CONTROLE
1.338979947,POS
1.331746227,CONTROLE
1.331742975,CONTROLE
1.330687988,CONTROLE
1.326081338,CONTROLE
1.331323912,CONTROLE
1.340360613,CONTROLE
1.329455975,CONTROLE
1.335732210,CONTROLE
1.324895316,CONTROLE
1.334909854,CONTROLE
1.336518572,CONTROLE
1.336313719,CONTROLE
1.338309852,CONTROLE
1.325167774,FIXO
1.329905591,POS
1.337204854,CONTROLE
1.263266983,CONTROLE
1.332008125,CONTROLE
1.328514011,CONTROLE
1.338872930,CONTROLE
1.313437455,CONTROLE
1.336361235,CONTROLE
1.337785106,CONTROLE
1.334524220,CONTROLE
1.316986604,POS
1.334330153,CONTROLE
1.338280122,CONTROLE
1.339489102,CONTROLE
1.56937377,LIVE
1.322789864,CONTROLE
1.320871601,POS
1.337688698,CONTROLE
1.329184230,CONTROLE
1.332307181,CONTROLE
1.338358034,CONTROLE
1.335361562,CONTROLE
1.338862151,CONTROLE
1.327531324,CONTROLE
1.339307145,CONTROLE
1.261144442,CONTROLE
1.340177085,CONTROLE
1.84614851,CONTROLE
1.330261478,CONTROLE
1.338603349,CONTROLE
1.333262780,CONTROLE
1.337411656,CONTROLE
1.333432189,LIVE
1.331183852,POS
1.337597957,CONTROLE
1.336875683,CONTROLE
1.271312052,CONTROLE
1.86578988,CONTROLE
1.87006657,CONTROLE
1.335090494,CONTROLE
1.321776169,POS
1.328328176,CONTROLE
1.332464125,CONTROLE
1.321753510,POS
1.332270938,LIVE
1.333238886,CONTROLE
1.338635104,CONTROLE
1.341027259,CONTROLE
1.329145545,LIVE
1.314607081,LIVE
1.314616082,LIVE
7.1682881,CORPORATE
1.314886283,CONTROLE
1.334544144,CONTROLE
1.338895207,LIVE
1.336461128,LIVE
1.334529704,CONTROLE
1.64940639,CONTROLE
1.332002939,CONTROLE
1.329260122,LIVE
1.329258919,LIVE
1.335600852,CONTROLE
1.331765200,POS
1.333256230,CONTROLE
1.336646092,CONTROLE
1.338909740,CONTROLE
1.336619680,CONTROLE
1.329904863,CONTROLE
1.305538844,CONTROLE
1.315662487,LIVE
1.333041044,CONTROLE
7.2066583,CORPORATE
1.340664616,CONTROLE
1.340166805,CONTROLE
1.333396786,CONTROLE
1.319808194,CONTROLE
1.336054312,CONTROLE
1.333657025,CONTROLE
1.335220747,CONTROLE
1.70909258,CONTROLE
1.340441069,LIVE
1.319627871,CONTROLE
1.322697373,LIVE
1.81509648,CONTROLE
7.2082677,CORPORATE
1.330429991,CONTROLE
1.262491518,LIVE
1.335039605,CONTROLE
1.333532314,CONTROLE
1.321177279,CONTROLE
1.338333127,CONTROLE
1.341034515,CONTROLE
1.336384403,CONTROLE
1.81140858,CONTROLE
1.85642100,CONTROLE
1.333137407,CONTROLE
1.335109962,CONTROLE
1.335841064,CONTROLE
1.332222926,CONTROLE
1.261199142,POS
1.328057864,CONTROLE
1.333338521,CONTROLE
1.334723444,CONTROLE
1.322408311,LIVE
1.295725143,CONTROLE
1.331554488,CONTROLE
1.330421622,CONTROLE
1.330364317,POS
1.333782246,CONTROLE
1.336303698,POS
1.336310382,CONTROLE
1.316564444,OI
1.322889232,CONTROLE
1.336538266,CONTROLE
1.316777291,CONTROLE
1.317210208,CONTROLE
1.333717406,CONTROLE
1.329142928,CONTROLE
1.263987365,CONTROLE
1.331611491,CONTROLE
1.330943088,CONTROLE
1.72254713,POS
1.329644224,POS
1.323535615,CONTROLE
1.331662951,CONTROLE
1.335918890,POS
1.262765525,CONTROLE
1.337599609,CONTROLE
1.337601917,CONTROLE
1.340817570,CONTROLE
1.314575213,CONTROLE
1.324692542,CONTROLE
1.291939133,CONTROLE
1.334766426,CONTROLE
1.339039973,LIVE
1.328465730,CONTROLE
1.320432210,POS
1.333077344,CONTROLE
1.77523108,POS
1.75358491,CONTROLE
1.336857968,CONTROLE
1.331594475,CONTROLE
1.337268618,CONTROLE
1.338313762,CONTROLE
1.309984354,CONTROLE
7.2031990,CORPORATE
1.334210377,LIVE
1.333808842,CONTROLE
1.323053605,CONTROLE
1.261692656,LIVE
1.295306840,POS
1.314204822,POS
1.331559289,POS
1.337080439,CONTROLE
1.327884984,CONTROLE
1.337290335,CONTROLE
1.337080439,CONTROLE
1.261844733,CONTROLE
1.340038004,CONTROLE
1.337053827,CONTROLE
1.337788397,CONTROLE
1.336098807,CONTROLE
1.85747172,CONTROLE
1.332681058,CONTROLE
1.331636420,CONTROLE
1.336922280,CONTROLE
1.340377180,CONTROLE
1.338270138,CONTROLE
1.334405814,CONTROLE
1.316507365,CONTROLE
1.264646871,CONTROLE
1.326134797,CONTROLE
1.330321361,CONTROLE
1.338657009,POS
1.334164811,CONTROLE
1.330688389,CONTROLE
1.329711849,CONTROLE
1.328340468,POS
1.51990141,CONTROLE
1.338505269,CONTROLE
1.330004966,CONTROLE
1.335353215,CONTROLE
1.333987565,CONTROLE
1.337803160,CONTROLE
1.339865412,CONTROLE
1.334523752,CONTROLE
1.321746189,OI
1.313980764,CONTROLE
1.313465335,CONTROLE
1.337395122,CONTROLE
1.315589145,CONTROLE
1.332051009,CONTROLE
1.338135764,CONTROLE
1.314423255,CONTROLE
1.329258151,POS
1.333686119,CONTROLE
1.334760784,POS
1.337318278,POS
1.339544844,CONTROLE
1.339305242,CONTROLE
1.337466171,CONTROLE
1.335659009,CONTROLE
1.334889796,CONTROLE
1.334900732,LIVE
1.317104055,CONTROLE
1.333142414,CONTROLE
1.43319960,POS
1.75477994,CONTROLE
1.314108324,LIVE
1.77134035,CONTROLE
1.333139953,CONTROLE
1.332866169,CONTROLE
1.73842172,CONTROLE
1.84289134,CONTROLE
1.333514525,CONTROLE
1.335710358,CONTROLE
1.263606027,CONTROLE
1.43492829,POS
1.265189224,CONTROLE
1.336154277,CONTROLE
1.336155878,CONTROLE
1.336156886,CONTROLE
1.318499795,FIXO
1.333751428,CONTROLE
1.333277202,CONTROLE
1.334784357,POS
1.313887016,CONTROLE
1.320900546,POS
1.322293077,POS
1.318231940,CONTROLE
1.323915706,CONTROLE
1.339021386,CONTROLE
1.333354065,CONTROLE
1.329499174,CONTROLE
1.334759343,CONTROLE
1.336339163,CONTROLE
1.339601096,CONTROLE
1.300329900,CONTROLE
1.324510865,CONTROLE
1.337589819,CONTROLE
1.334149292,CONTROLE
1.317018328,POS
1.333839755,CONTROLE
1.333678169,CONTROLE
1.333761149,CONTROLE
1.333873077,CONTROLE
1.327047736,POS
1.338228429,CONTROLE
1.330605438,POS
1.333570652,CONTROLE
1.297800593,LIVE
7.2105196,CORPORATE
1.317552899,POS
1.336507274,CONTROLE
1.336592616,CONTROLE
1.81077395,CONTROLE
1.81510417,CONTROLE
1.81559404,CONTROLE
1.81613022,CONTROLE
1.330604519,CONTROLE
1.331318382,POS
1.334255508,LIVE
1.336515188,CONTROLE
1.85551886,CONTROLE
1.337611506,CONTROLE
1.88114227,CONTROLE
1.329823328,CONTROLE
1.338438960,CONTROLE
1.338416184,POS
1.331612667,POS
1.68325082,LIVE
1.68325078,LIVE
1.335257861,CONTROLE
1.85518347,CONTROLE
1.317661528,POS
1.334321995,CONTROLE
7.20621511110,CORPORATE
1.67641515,CONTROLE
1.326863234,POS
1.329925621,CONTROLE
1.70857405,POS
1.335014940,CONTROLE
1.335010316,CONTROLE
1.335011322,CONTROLE
1.331508060,CONTROLE
1.329207422,POS
1.336137438,CONTROLE
1.335005397,CONTROLE
1.335482418,CONTROLE
1.338185177,POS
1.326537430,POS
1.334434163,POS
1.88227940,CONTROLE
1.323210137,CONTROLE
1.330492461,CONTROLE
1.336136995,CONTROLE
1.336704576,CONTROLE
1.332212479,CONTROLE
1.327930297,CONTROLE
1.340388461,CONTROLE
1.336159656,CONTROLE
1.329823787,CONTROLE
1.333895749,CONTROLE
1.334986604,POS
1.323973383,CONTROLE
1.330565407,CONTROLE
1.298806506,CONTROLE
1.339190845,CONTROLE
1.329769768,CONTROLE
1.338116217,CONTROLE
1.330057574,CONTROLE
1.332791726,CONTROLE
1.317740516,CONTROLE
1.86598918,POS
1.261835656,CONTROLE
1.63291513,CONTROLE
1.327033291,LIVE
1.334743762,CONTROLE
1.316915989,POS
1.322479990,CONTROLE
1.84327337,POS
1.308623705,CONTROLE
1.74370328,LIVE
1.335943749,CONTROLE
1.337083076,Controle
1.335322139,CONTROLE
1.332976182,CONTROLE
1.338003436,CONTROLE
1.338634813,CONTROLE
1.334836361,CONTROLE
1.336416773,CONTROLE
1.333940750,CONTROLE
1.336943033,CONTROLE
1.338367518,CONTROLE
1.330178055,CONTROLE
1.332577949,LIVE
1.339051078,CONTROLE
1.311500629,CONTROLE
1.330765999,CONTROLE
1.335968713,CONTROLE
1.334900959,CONTROLE
1.320946092,POS
1.331879187,POS
1.338447751,CONTROLE
1.338314327,CONTROLE
1.313510690,CONTROLE
1.339927844,CONTROLE
1.337196904,CONTROLE
1.49687565,POS
1.332861713,CONTROLE
1.85677710,CONTROLE
1.320109954,POS
1.324312075,CONTROLE
1.321443666,OI
1.335509678,CONTROLE
1.337944503,CONTROLE
1.339612703,CONTROLE
1.334982696,CONTROLE
1..336829334,CONTROLE
1.333930151,POS
1.333139427,CONTROLE
1.330312882,CONTROLE
1.328617792,LIVE
1.336149290,CONTROLE
1.334542809,POS
1.335283800,CONTROLE
1.330424361,CONTROLE
1.324847147,POS
1.339479175,CONTROLE
1.338324673,CONTROLE
1.330368180,CONTROLE
1.336476953,POS
1.338795373,POS
1.335503931,CONTROLE
1.293365231,CONTROLE
1.334384026,CONTROLE
1.341174736,CONTROLE
1.334738133,POS
1.288696646,CONTROLE
1.324090519,OI
1.316218467,CONTROLE
1.338720331,CONTROLE
1.76830862,CONTROLE
1.332016283,CONTROLE
1.339295931,CONTROLE
1.335917146,CONTROLE
1.315477528,CONTROLE
1.335519046,CONTROLE
1.319228567,CONTROLE
1.328402924,CONTROLE
1.335161593,CONTROLE
1.334673052,CONTROLE
1.317517410,CONTROLE
1.331322428,POS
1.329425014,CONTROLE
1328572665,CONTROLE
1.334365311,CONTROLE
1.336121685,CONTROLE
1.327202865,CONTROLE
1.331211295,CONTROLE
1.83378286,CONTROLE
1.331146118,CONTROLE
1.81085786,CONTROLE
1.335474906,CONTROLE
1.336161455,CONTROLE
1.330679528,POS
1.320723455,LIVE
1.329556448,LIVE
1.338250329,POS
1.339107199,CONTROLE
1.337422051,CONTROLE
1.339253490,CONTROLE
1.340456639,LIVE
1.339077794,CONTROLE
1.333374906,CONTROLE
1.334111102,CONTROLE
1.330724121,CONTROLE
1.330691037,CONTROLE
1.329963107,CONTROLE
1.335669464,CONTROLE
1.329863179,LIVE
1.327410598,LIVE
1.335406701,CONTROLE
1.334279368,CONTROLE
1.338414477,CONTROLE
1.334043883,POS
1.330450799,CONTROLE
1.77675376,POS
1.335126282,CONTROLE
1.335533883,CONTROLE
1.326706216,POS
1.340873391,CONTROLE
1.330656034,CONTROLE
1.316779573,CONTROLE
1.339691550,CONTROLE
1.328570782,CONTROLE
1.88663033,CONTROLE
1.335016152,CONTROLE
1.340013564,CONTROLE
1.72165151,CONTROLE
1.331087921,CONTROLE
1.317896676,CONTROLE
1.337564562,CONTROLE
1.335189085,CONTROLE
1.332073437,CONTROLE
1.332565447,CONTROLE
1.330220629,CONTROLE
7.1909067,CORPORATE
1.335026611,POS
1.328192560,CONTROLE
1.338393268,CONTROLE
1.332569425,CONTROLE
1.339213475,CONTROLE
1.293482789,LIVE
1.337429878,CONTROLE
1.327925656,LIVE
1.335652573,CONTROLE
1.327816251,CONTROLE
1.338471108,CONTROLE
1.336353425,CONTROLE
1.334846093,CONTROLE
1.338042724,CONTROLE
1.336975683,CONTROLE
1.334863043,CONTROLE
1.67589462,CONTROLE
1.333226532,CONTROLE
1.331885107,CONTROLE
1.334515598,CONTROLE
1.337246473,POS
1.320430662,POS
1.273389197,POS
1.332122554,CONTROLE
1.75580236,CONTROLE
1.336320738,CONTROLE
1.335355974,CONTROLE
1.331660304,CONTROLE
1.329989108,CONTROLE
1.84278533,CONTROLE
1.335997708,POS
1.332117102,CONTROLE
1.334360872,CONTROLE
1.320710166,CONTROLE
1.315490617,CONTROLE
1.314796221,POS
1.85669702,LIVE
1.338318848,CONTROLE
1.338307509,CONTROLE
1.325808926,POS
1.332284948,CONTROLE
1.329182269,POS
1.88528092,CONTROLE
1.333768444,POS
1.321432128,POS
1.320589726,LIVE
1.336195064,CONTROLE
1.333445097,CONTROLE
1.336538349,CONTROLE
1.340346365,POS
1.323365012,CONTROLE
1.314949611,LIVE
1.330233708,CONTROLE
1.317217111,CONTROLE
1.262265431,POS
1.47586334,FIXO
1.77250773,FIXO
1.329563704,CONTROLE
1.330440219,POS
1.341542144,LIVE
1.337063219,LIVE
1.334121269,CONTROLE
1.300721957,CONTROLE
1.325671698,CONTROLE
1.337244492,CONTROLE
1.337367058,CONTROLE
1.335049528,POS
1.338486281,CONTROLE
1.79070720,CONTROLE
1.334252458,CONTROLE
1.338920165,POS
1.322818435,LIVE
1.326523066,CONTROLE
1.304921077,CONTROLE
1.336011864,CONTROLE
1.335541934,CONTROLE
1.316671648,CONTROLE
1.336975329,CONTROLE
1.319415151,CONTROLE
1.337115307,CONTROLE
1.334464965,CONTROLE
1.330263578,POS
1.336031943,CONTROLE
1.332188881,CONTROLE
1.336915036,CONTROLE
1.333690830,CONTROLE
1.307231958,LIVE
1.333278070,CONTROLE
1.281954613,CONTROLE
1.336046317,CONTROLE
1.334345124,POS
6.820281,CORPORATE
1.329331940,POS
1.325223042,CONTROLE
1.321754724,OI
1.315603558,CONTROLE
1.330325391,CONTROLE
1.335849200,CONTROLE
1.70409700,POS
1.330218965,CONTROLE
1.331009408,CONTROLE
1.319160668,POS
1.321706334,LIVE
1.334766549,CONTROLE
1.331112813,CONTROLE
1.331401474,POS
1.334838905,Controle
1.324393132,CONTROLE
1.63317126,POS
1.330451930,POS
1.329637257,CONTROLE
1.330596028,CONTROLE
1.336227930,CONTROLE
1.59313327,CONTROLE
1314993100,CONTROLE
1.340360022,CONTROLE
1.62141463,POS
1.330420475,CONTROLE
1.336590864,LIVE
1.333720929,CONTROLE
1.333678103,CONTROLE
1.274039559,POS
1.324493299,CONTROLE
1.72519329,CONTROLE
1.313622286,POS
1.328696261,CONTROLE
1.337235223,CONTROLE
1.268014223,CONTROLE
1.332582676,CONTROLE
1.26349386,CONTROLE
1.319431432,CONTROLE
1.336651425,CONTROLE
1.330568113,CONTROLE
1.330568686,CONTROLE
1.313438669,CONTROLE
1.333431930,CONTROLE
1.333062478,CONTROLE
1.335432652,CONTROLE
1.314155331,CONTROLE
1.53016110,CONTROLE
1.331454069,CONTROLE
1.321753492,POS
1.334110731,CONTROLE
1.328941855,CONTROLE
1.335763558,CONTROLE
1.331836344,CONTROLE
1.338778730,LIVE
1.336113516,CONTROLE
1.336854683,CONTROLE
1.336861755,CONTROLE
1.334932932,CONTROLE
1.326510091,CONTROLE
1.75617176,CONTROLE
1.340983473,POS
1.340862296,CONTROLE
1.80331190,POS
1.333702923,CONTROLE
1.327950851,POS
1.261971420,CONTROLE
1.331022351,CONTROLE
1.321639627,CONTROLE
1.334119298,CONTROLE
1.339060712,CONTROLE
1.336712072,CONTROLE
1.333153876,POS
1.336368172,POS
1.329145381,CONTROLE
1.329626178,CONTROLE
1.330612769,CONTROLE
1.338333579,CONTROLE
7.2024844,CORPORATE
1.341508130,CONTROLE
1.332346070,CONTROLE
1.333329962,CONTROLE
1.333330576,CONTROLE
1.328612986,POS
1.83157046,CONTROLE
1.332197203,CONTROLE
1.334092652,POS
1.338767884,CONTROLE
1.334980476,CONTROLE
1.331515533,CONTROLE
1.338301551,CONTROLE
1.337597875,CONTROLE
1.335079893,CONTROLE
1.338256876,CONTROLE
1.318922140,CONTROLE
1.336622621,POS
1.336338367,CONTROLE
1.335462568,CONTROLE
1.332425437,CONTROLE
1.336155287,CONTROLE
1.327987515,CONTROLE
1.336650585,LIVE
1.335579390,POS
1.83349546,CONTROLE
1.336232140,CONTROLE
1.339067312,CONTROLE
1.335299207,CONTROLE
1.338892308,CONTROLE
1.326164213,POS
1.335262192,CONTROLE
1.329872928,CONTROLE
1.317585362,LIVE
7.2013014,CORPORATE
1.336107512,CONTROLE
1.335159805,CONTROLE
1.334537603,CONTROLE
1.340614143,CONTROLE
1.293956636,CONTROLE
1.329835130,CONTROLE
1.331156582,CONTROLE
1.329376778,CONTROLE
1.329407610,CONTROLE
1.334430794,CONTROLE
1.333279263,CONTROLE
1.316013029,CONTROLE
1.337268246,CONTROLE
1.338377520,CONTROLE
1.323994340,CONTROLE
1.336727168,LIVE
1.335091733,CONTROLE
1.340249710,CONTROLE
1.327959109,CONTROLE
1.73833553,POS
1.332105739,CONTROLE
1.306629358,POS
1.330700990,CONTROLE
1.336099448,CONTROLE
1.336083913,CONTROLE
1.317209369,LIVE
1.338108238,CONTROLE
1.330704923,CONTROLE
1.336310368,CONTROLE
1.330014300,CONTROLE
1.332619192,LIVE
1.340360752,CONTROLE
1.334528113,LIVE
1.337926432,CONTROLE
1.335726457,CONTROLE
1.331542915,CONTROLE
1.329747247,LIVE
1.313864868,CONTROLE
1.331829245,CONTROLE
1.313863511,CONTROLE
1.333663507,CONTROLE
1.329704604,CONTROLE
7.2087782,CORPORATE
1.332856926,CONTROLE
1.320034850,POS
1.85263226,LIVE
1.334538521,CONTROLE
1.295072593,POS
1.78169021,CONTROLE
1.329986557,CONTROLE
1.331946107,POS
1.336368158,POS
1.336792129,CONTROLE
1.338828849,CONTROLE
1.59143075,CONTROLE
1.262926622,CONTROLE
1.330719627,CONTROLE
1.321752641,POS
1.67431910,CONTROLE
1.69120580,CONTROLE
1.301168798,CONTROLE
1.59697873,POS
1.333027936,CONTROLE
1.331653448,LIVE
1.339414633,CONTROLE
1.340973568,CONTROLE
1.337688807,CONTROLE
1.330947445,LIVE
1.316156540,POS
1.336089494,CONTROLE
1.316839236,LIVE
1.338445595,CONTROLE
1.262539025,POS
1.329453453,CONTROLE
1.329094775,CONTROLE
1.334656121,LIVE
1.79064237,POS
1.294174934,CONTROLE
1.338934827,CONTROLE
1.340900586,CONTROLE
1.340634678,LIVE
1.327070907,LIVE
1.323050229,CONTROLE
1.337521990,CONTROLE
1.333810602,POS
1.336007189,CONTROLE
1.336400218,CONTROLE
1.334624467,CONTROLE
1.332261441,CONTROLE
1.334722255,CONTROLE
1.277632274,POS
1.261661921,CONTROLE
1.330436981,CONTROLE
1.70952154,CONTROLE
1.333429509,CONTROLE
1.306800424,CONTROLE
1.330251548,CONTROLE
1.333676818,CONTROLE
1.331609878,POS
1.332527457,POS
1.332528499,POS
1.332911569,CONTROLE
1.332166874,CONTROLE
1.332425210,CONTROLE
1.331535269,CONTROLE
1.331897466,CONTROLE
1.331924137,CONTROLE
1.331861352,CONTROLE
1.328734159,LIVE
1.316879902,OI
1.317029709,OI
1.331609539,CONTROLE
1.326029685,POS
1.73193070,CONTROLE
1.328915614,CONTROLE
1.333043349,CONTROLE
1.328518890,CONTROLE
1.330299819,CONTROLE
1.337990469,CONTROLE
1.326946480,CONTROLE
1.337530366,CONTROLE
1.333131825,CONTROLE
1.335644344,CONTROLE
1.335634498,CONTROLE
1.321766794,POS
1.328816289,CONTROLE
1.337615126,CONTROLE
1.317927145,POS
1.337053467,CONTROLE
1.314856571,CONTROLE
1.338295249,CONTROLE
1.335514014,CONTROLE
1.330372166,POS
1.336739176,POS
1.337513899,CONTROLE
1.262932461,CONTROLE
1.340977086,CONTROLE
1.301580932,CONTROLE
1.336982649,CONTROLE
1.300179241,CONTROLE
1.337171225,CONTROLE
1.335683013,CONTROLE
1.332965146,CONTROLE
1.330617880,POS
1.330175537,POS
1.331438311,CONTROLE
1.296929028,CONTROLE
1.329377139,CONTROLE
1.331174905,CONTROLE
1.324637251,CONTROLE
1.303782068,CONTROLE
1.326101944,POS
1.334615038,LIVE
1.321075307,POS
1.338193595,CONTROLE
1.338192728,CONTROLE
1.329452120,CONTROLE
1.339315456,POS
1.329241572,CONTROLE
1.337785461,CONTROLE
1.337437330,CONTROLE
1.336194119,CONTROLE
1.338176762,CONTROLE
1.337504530,CONTROLE
1.338778311,CONTROLE
1.340863818,LIVE
1.334918747,CONTROLE
1.261884205,CONTROLE
1.317971934,CONTROLE
1.337057314,CONTROLE
1.326116331,CONTROLE
1.337257989,CONTROLE
1.339218375,LIVE
1.337792886,CONTROLE
1.296956204,CONTROLE
1.320046180,CONTROLE
1.334974577,CONTROLE
1.335494006,CONTROLE
1.334982191,CONTROLE
1.292401856,CONTROLE
1.336107989,CONTROLE
1.317048911,CONTROLE
1.331106488,CONTROLE
1.72282283,POS
1.317910214,Controle
1.337512554,LIVE
1.335848377,CONTROLE
7.2048074,CORPORATE
1.335315799,POS
1.335641804,CONTROLE
1.328283477,CONTROLE
1.334870867,CONTROLE
1.87192262,CONTROLE
