contrato,bloqueio
1.277951030,MIGRACAO INDEVIDA
1.77319162,MIGRACAO INDEVIDA
1.261642647,MIGRACAO INDEVIDA
1.74636898,MIGRACAO INDEVIDA
1.315198785,MIGRACAO INDEVIDA
1.76307025,MIGRACAO INDEVIDA
1.84786697,MIGRACAO INDEVIDA
1.264937145,MIGRACAO INDEVIDA
1.321311972,MIGRACAO INDEVIDA
1.327047479,MIGRACAO INDEVIDA
1.328214825,MIGRACAO INDEVIDA
1.326983198,MIGRACAO INDEVIDA
1.78213905,MIGRACAO INDEVIDA
1.265157718,MIGRACAO INDEVIDA
1.76576408,MIGRACAO INDEVIDA
1.298285098,MIGRACAO INDEVIDA
1.297391285,MIGRACAO INDEVIDA
1.314982349,MIGRACAO INDEVIDA
1.86587227,MIGRACAO INDEVIDA
1.313241366,MIGRACAO INDEVIDA
1.267459414,MIGRACAO INDEVIDA
1.265087212,MIGRACAO INDEVIDA
1.84715049,MIGRACAO INDEVIDA
1.286377302,MIGRACAO INDEVIDA
1.264053929,MIGRACAO INDEVIDA
1.335157479,MIGRACAO INDEVIDA
1.330890364,MIGRACAO INDEVIDA
1.88082429,MIGRACAO INDEVIDA
1.276062319,MIGRACAO INDEVIDA
1.324264722,MIGRACAO INDEVIDA
1.298681139,MIGRACAO INDEVIDA
1.315198228,MIGRACAO INDEVIDA
1.322208500,MIGRACAO INDEVIDA
1.313167695,MIGRACAO INDEVIDA
1.73230281,MIGRACAO INDEVIDA
1.305268554,MIGRACAO INDEVIDA
1.321909031,MIGRACAO INDEVIDA
1.319205055,MIGRACAO INDEVIDA
1.75603997,MIGRACAO INDEVIDA
1.87705610,MIGRACAO INDEVIDA
1.321018962,MIGRACAO INDEVIDA
1.320494215,MIGRACAO INDEVIDA
1.324120732,MIGRACAO INDEVIDA
1.327558997,MIGRACAO INDEVIDA
1.327557779,MIGRACAO INDEVIDA
1.85749361,MIGRACAO INDEVIDA
1.280685647,MIGRACAO INDEVIDA
1.86393103,MIGRACAO INDEVIDA
1.321443568,MIGRACAO INDEVIDA
1.297553183,MIGRACAO INDEVIDA
1.320312721,MIGRACAO INDEVIDA
1.320313533,MIGRACAO INDEVIDA
1.78600975,MIGRACAO INDEVIDA
1.317956980,MIGRACAO INDEVIDA
1.327854266,MIGRACAO INDEVIDA
1.333231427,MIGRACAO INDEVIDA
1.314430538,MIGRACAO INDEVIDA
1.68098595,MIGRACAO INDEVIDA
1.82286130,MIGRACAO INDEVIDA
1.326764421,MIGRACAO INDEVIDA
1.87982954,MIGRACAO INDEVIDA
1.324552333,MIGRACAO INDEVIDA
1.321767455,MIGRACAO INDEVIDA
1.314197893,MIGRACAO INDEVIDA
1.336319730,MIGRACAO INDEVIDA
1.312425201,MIGRACAO INDEVIDA
1.264687959,MIGRACAO INDEVIDA
1.88168822,MIGRACAO INDEVIDA
1.73979322,MIGRACAO INDEVIDA
1.316705739,MIGRACAO INDEVIDA
1.82713949,MIGRACAO INDEVIDA
1.317204347,MIGRACAO INDEVIDA
1.318160274,MIGRACAO INDEVIDA
1.310434258,MIGRACAO INDEVIDA
1.302028187,MIGRACAO INDEVIDA
1.333075946,MIGRACAO INDEVIDA
1.327562307,MIGRACAO INDEVIDA
1.320288518,MIGRACAO INDEVIDA
1.75785796,MIGRACAO INDEVIDA
1.336914103,MIGRACAO INDEVIDA
1.330947491,MIGRACAO INDEVIDA
1.265151720,MIGRACAO INDEVIDA
1.265151608,MIGRACAO INDEVIDA
1.265151658,MIGRACAO INDEVIDA
1.315028118,MIGRACAO INDEVIDA
1.263330932,MIGRACAO INDEVIDA
1.315325381,MIGRACAO INDEVIDA
1.320152507,MIGRACAO INDEVIDA
1.318335043,MIGRACAO INDEVIDA
1.320524304,MIGRACAO INDEVIDA
1.331139800,MIGRACAO INDEVIDA
1.328729722,MIGRACAO INDEVIDA
1.66483650,MIGRACAO INDEVIDA
1.335071781,MIGRACAO INDEVIDA
1.332072355,MIGRACAO INDEVIDA
1.318439171,MIGRACAO INDEVIDA
1.332389888,MIGRACAO INDEVIDA
1.84380726,MIGRACAO INDEVIDA
1.320450349,MIGRACAO INDEVIDA
1.317737928,MIGRACAO INDEVIDA
1.319184634,MIGRACAO INDEVIDA
1.321356062,MIGRACAO INDEVIDA
1.42002178,MIGRACAO INDEVIDA
1.319179261,MIGRACAO INDEVIDA
1.329204898,MIGRACAO INDEVIDA
1.72558087,MIGRACAO INDEVIDA
1.75424713,MIGRACAO INDEVIDA
1.302844445,MIGRACAO INDEVIDA
1.331569172,MIGRACAO INDEVIDA
1.329291693,MIGRACAO INDEVIDA
1.313696577,MIGRACAO INDEVIDA
1.298112646,MIGRACAO INDEVIDA
1.328798997,MIGRACAO INDEVIDA
1.263172671,MIGRACAO INDEVIDA
1.262568492,MIGRACAO INDEVIDA
1.331861999,MIGRACAO INDEVIDA
1.317945963,MIGRACAO INDEVIDA
1.323413214,MIGRACAO INDEVIDA
1.85139012,MIGRACAO INDEVIDA
1.335157638,MIGRACAO INDEVIDA
1.335158584,MIGRACAO INDEVIDA
1.305733697,MIGRACAO INDEVIDA
1.324699149,MIGRACAO INDEVIDA
1.319020745,MIGRACAO INDEVIDA
1.327196914,MIGRACAO INDEVIDA
1.320651584,MIGRACAO INDEVIDA
1.321125605,MIGRACAO INDEVIDA
1.265057530,MIGRACAO INDEVIDA
1.88481063,MIGRACAO INDEVIDA
1.88587738,MIGRACAO INDEVIDA
1.335556575,MIGRACAO INDEVIDA
1.88465021,MIGRACAO INDEVIDA
1.318372308,MIGRACAO INDEVIDA
1.325111083,MIGRACAO INDEVIDA
1.52260354,MIGRACAO INDEVIDA
1.70710394,MIGRACAO INDEVIDA
1.263029820,MIGRACAO INDEVIDA
1.324308040,MIGRACAO INDEVIDA
1.323313940,MIGRACAO INDEVIDA
1.283725928,MIGRACAO INDEVIDA
1.86586311,MIGRACAO INDEVIDA
1.333659548,MIGRACAO INDEVIDA
1.333664379,MIGRACAO INDEVIDA
1.63499637,MIGRACAO INDEVIDA
1.311029326,MIGRACAO INDEVIDA
1.330329853,MIGRACAO INDEVIDA
1.76087382,MIGRACAO INDEVIDA
1.75601586,MIGRACAO INDEVIDA
1.75671702,MIGRACAO INDEVIDA
1.311378326,MIGRACAO INDEVIDA
1.320543727,MIGRACAO INDEVIDA
1.87958182,MIGRACAO INDEVIDA
1.317830926,MIGRACAO INDEVIDA
1.268646859,MIGRACAO INDEVIDA
1.324921095,MIGRACAO INDEVIDA
1.83485084,MIGRACAO INDEVIDA
1.313400014,MIGRACAO INDEVIDA
1.72483949,MIGRACAO INDEVIDA
1.85929571,MIGRACAO INDEVIDA
1.328250287,MIGRACAO INDEVIDA
1.262288540,MIGRACAO INDEVIDA
1.262465813,MIGRACAO INDEVIDA
1.81791695,MIGRACAO INDEVIDA
1.277468931,MIGRACAO INDEVIDA
1.88688127,MIGRACAO INDEVIDA
1.318247174,MIGRACAO INDEVIDA
1.330013854,MIGRACAO INDEVIDA
1.319386706,MIGRACAO INDEVIDA
1.279118992,MIGRACAO INDEVIDA
1.327254459,MIGRACAO INDEVIDA
1.325159176,MIGRACAO INDEVIDA
1.313551519,MIGRACAO INDEVIDA
1.326186466,MIGRACAO INDEVIDA
1.331702065,MIGRACAO INDEVIDA
1.76385368,MIGRACAO INDEVIDA
1.311643291,MIGRACAO INDEVIDA
1.334990122,MIGRACAO INDEVIDA
1.71454225,MIGRACAO INDEVIDA
1.285628674,MIGRACAO INDEVIDA
1.85254466,MIGRACAO INDEVIDA
1.84359045,MIGRACAO INDEVIDA
1.327988073,MIGRACAO INDEVIDA
1.66459509,MIGRACAO INDEVIDA
1.84467321,MIGRACAO INDEVIDA
1.328271442,MIGRACAO INDEVIDA
1.328430490,MIGRACAO INDEVIDA
1.326909516,MIGRACAO INDEVIDA
1.316629578,MIGRACAO INDEVIDA
1.318489094,MIGRACAO INDEVIDA
1.321099249,MIGRACAO INDEVIDA
1.301350938,MIGRACAO INDEVIDA
1.317696589,MIGRACAO INDEVIDA
1.280673421,MIGRACAO INDEVIDA
1.334112713,MIGRACAO INDEVIDA
1.86358612,MIGRACAO INDEVIDA
1.333280694,MIGRACAO INDEVIDA
7.2053573,MIGRACAO INDEVIDA
1.318442265,MIGRACAO INDEVIDA
1.334466274,MIGRACAO INDEVIDA
1.86009465,MIGRACAO INDEVIDA
1.336265589,MIGRACAO INDEVIDA
1.75363139,MIGRACAO INDEVIDA
1.323706385,MIGRACAO INDEVIDA
1.261493965,MIGRACAO INDEVIDA
1.87268687,MIGRACAO INDEVIDA
1.324287089,MIGRACAO INDEVIDA
1.71759057,MIGRACAO INDEVIDA
1.324771296,MIGRACAO INDEVIDA
1.328146301,MIGRACAO INDEVIDA
1.337062660,MIGRACAO INDEVIDA
1.296477126,MIGRACAO INDEVIDA
1.83132991,MIGRACAO INDEVIDA
1.310864026,MIGRACAO INDEVIDA
1.86302629,MIGRACAO INDEVIDA
1.324351267,MIGRACAO INDEVIDA
1.313530943,MIGRACAO INDEVIDA
1.263703445,MIGRACAO INDEVIDA
1.294374539,MIGRACAO INDEVIDA
1.318015926,MIGRACAO INDEVIDA
1.264947997,MIGRACAO INDEVIDA
1.328413805,MIGRACAO INDEVIDA
1.326777482,MIGRACAO INDEVIDA
1.317899179,MIGRACAO INDEVIDA
1.321747109,MIGRACAO INDEVIDA
1.320997609,MIGRACAO INDEVIDA
1.320179246,MIGRACAO INDEVIDA
1.82971190,MIGRACAO INDEVIDA
1.332025362,MIGRACAO INDEVIDA
1.326084300,MIGRACAO INDEVIDA
1.320526605,MIGRACAO INDEVIDA
1.326265598,MIGRACAO INDEVIDA
1.318851067,MIGRACAO INDEVIDA
1.266219133,MIGRACAO INDEVIDA
1.279356443,MIGRACAO INDEVIDA
1.262078872,MIGRACAO INDEVIDA
1.334747658,MIGRACAO INDEVIDA
1.263881372,MIGRACAO INDEVIDA
1.334915872,MIGRACAO INDEVIDA
1.335161941,MIGRACAO INDEVIDA
1.335161410,MIGRACAO INDEVIDA
1.298497118,MIGRACAO INDEVIDA
1.315187317,MIGRACAO INDEVIDA
1.320868389,MIGRACAO INDEVIDA
1.333116389,MIGRACAO INDEVIDA
1.336372914,MIGRACAO INDEVIDA
1.320258579,MIGRACAO INDEVIDA
1.85987561,MIGRACAO INDEVIDA
1.77914418,MIGRACAO INDEVIDA
1.326586460,MIGRACAO INDEVIDA
1.325460742,MIGRACAO INDEVIDA
1.76854511,MIGRACAO INDEVIDA
1.85794454,MIGRACAO INDEVIDA
1.323910849,MIGRACAO INDEVIDA
1.325348558,MIGRACAO INDEVIDA
1.300748219,MIGRACAO INDEVIDA
1.60491615,MIGRACAO INDEVIDA
1.295149740,MIGRACAO INDEVIDA
1.86146195,MIGRACAO INDEVIDA
1.261568199,MIGRACAO INDEVIDA
1.261566424,MIGRACAO INDEVIDA
1.325247452,MIGRACAO INDEVIDA
1.78933470,MIGRACAO INDEVIDA
1.326406069,MIGRACAO INDEVIDA
1.331053226,MIGRACAO INDEVIDA
1.53587033,MIGRACAO INDEVIDA
1.53589195,MIGRACAO INDEVIDA
1.264620787,MIGRACAO INDEVIDA
1.299191464,MIGRACAO INDEVIDA
1.324865254,MIGRACAO INDEVIDA
1.324876075,MIGRACAO INDEVIDA
1.330293504,MIGRACAO INDEVIDA
1.78767545,MIGRACAO INDEVIDA
1.78089973,MIGRACAO INDEVIDA
1.85210925,MIGRACAO INDEVIDA
1.64608844,MIGRACAO INDEVIDA
1.325873423,MIGRACAO INDEVIDA
1.323233969,MIGRACAO INDEVIDA
1.315628633,MIGRACAO INDEVIDA
1.87487647,MIGRACAO INDEVIDA
1.299469817,MIGRACAO INDEVIDA
1.336354545,MIGRACAO INDEVIDA
1.313862127,MIGRACAO INDEVIDA
1.316536454,MIGRACAO INDEVIDA
1.57170084,MIGRACAO INDEVIDA
1.57160708,MIGRACAO INDEVIDA
1.329871886,MIGRACAO INDEVIDA
1.80586453,MIGRACAO INDEVIDA
1.317860187,MIGRACAO INDEVIDA
1.295792763,MIGRACAO INDEVIDA
1.317844260,MIGRACAO INDEVIDA
1.87986967,MIGRACAO INDEVIDA
1.265914056,MIGRACAO INDEVIDA
1.331243208,MIGRACAO INDEVIDA
1.324049076,MIGRACAO INDEVIDA
1.71916407,MIGRACAO INDEVIDA
1.313295454,MIGRACAO INDEVIDA
1.316201094,MIGRACAO INDEVIDA
1.325328991,MIGRACAO INDEVIDA
1.72587894,MIGRACAO INDEVIDA
1.263281589,MIGRACAO INDEVIDA
1.66282472,MIGRACAO INDEVIDA
1.338728011,MIGRACAO INDEVIDA
1.73427486,MIGRACAO INDEVIDA
1.319623707,MIGRACAO INDEVIDA
1.320300480,MIGRACAO INDEVIDA
1.314492277,MIGRACAO INDEVIDA
1.325824061,MIGRACAO INDEVIDA
1.68005001,MIGRACAO INDEVIDA
1.324780662,MIGRACAO INDEVIDA
1.324782489,MIGRACAO INDEVIDA
1.78011364,MIGRACAO INDEVIDA
1.261760863,MIGRACAO INDEVIDA
1.293431709,MIGRACAO INDEVIDA
1.261040325,MIGRACAO INDEVIDA
1.325983038,MIGRACAO INDEVIDA
1.82389306,MIGRACAO INDEVIDA
1.280881208,MIGRACAO INDEVIDA
1.314850475,MIGRACAO INDEVIDA
1.322813037,MIGRACAO INDEVIDA
1.327537644,MIGRACAO INDEVIDA
1.277829705,MIGRACAO INDEVIDA
1.315536193,MIGRACAO INDEVIDA
1.332564888,MIGRACAO INDEVIDA
1.319865442,MIGRACAO INDEVIDA
1.319865814,MIGRACAO INDEVIDA
1.319863937,MIGRACAO INDEVIDA
1.322900481,MIGRACAO INDEVIDA
1.77448268,MIGRACAO INDEVIDA
1.316177344,MIGRACAO INDEVIDA
1.311598220,MIGRACAO INDEVIDA
1.313258710,MIGRACAO INDEVIDA
1.86831336,MIGRACAO INDEVIDA
1.334629332,MIGRACAO INDEVIDA
1.322937163,MIGRACAO INDEVIDA
1.281516497,MIGRACAO INDEVIDA
1.50648513,MIGRACAO INDEVIDA
1.319318628,MIGRACAO INDEVIDA
1.287234277,MIGRACAO INDEVIDA
1.317236312,MIGRACAO INDEVIDA
1.84088007,MIGRACAO INDEVIDA
1.311811941,MIGRACAO INDEVIDA
1.319192233,MIGRACAO INDEVIDA
1.313300823,MIGRACAO INDEVIDA
1.326495818,MIGRACAO INDEVIDA
1.263402806,MIGRACAO INDEVIDA
1.330451844,MIGRACAO INDEVIDA
1.319423095,MIGRACAO INDEVIDA
1.77205336,MIGRACAO INDEVIDA
1.77205744,MIGRACAO INDEVIDA
1.320024864,MIGRACAO INDEVIDA
1.315897554,MIGRACAO INDEVIDA
1.78735516,MIGRACAO INDEVIDA
1.79430979,MIGRACAO INDEVIDA
1.320056235,MIGRACAO INDEVIDA
1.311747261,MIGRACAO INDEVIDA
1.321712461,MIGRACAO INDEVIDA
1.331381942,MIGRACAO INDEVIDA
1.76097931,MIGRACAO INDEVIDA
1.324803475,MIGRACAO INDEVIDA
1.324802549,MIGRACAO INDEVIDA
1.324803723,MIGRACAO INDEVIDA
1.324803737,MIGRACAO INDEVIDA
1.318810765,MIGRACAO INDEVIDA
1.79838594,MIGRACAO INDEVIDA
1.76703617,MIGRACAO INDEVIDA
1.322297241,MIGRACAO INDEVIDA
1.264175762,MIGRACAO INDEVIDA
1.293022527,MIGRACAO INDEVIDA
1.84510853,MIGRACAO INDEVIDA
1.262277484,MIGRACAO INDEVIDA
1.85134722,MIGRACAO INDEVIDA
1.85196826,MIGRACAO INDEVIDA
1.333335136,MIGRACAO INDEVIDA
1.315157072,MIGRACAO INDEVIDA
1.329581424,MIGRACAO INDEVIDA
1.86218582,MIGRACAO INDEVIDA
1.261847838,MIGRACAO INDEVIDA
1.320524820,MIGRACAO INDEVIDA
1.84089153,MIGRACAO INDEVIDA
1.82511606,MIGRACAO INDEVIDA
1.63170347,MIGRACAO INDEVIDA
1.321915255,MIGRACAO INDEVIDA
1.272930444,MIGRACAO INDEVIDA
1.32351120,MIGRACAO INDEVIDA
1.313740580,MIGRACAO INDEVIDA
1.83762337,MIGRACAO INDEVIDA
1.333691204,MIGRACAO INDEVIDA
1.292683167,MIGRACAO INDEVIDA
1.84480776,MIGRACAO INDEVIDA
1.57117506,MIGRACAO INDEVIDA
1.313616262,MIGRACAO INDEVIDA
1.321908171,MIGRACAO INDEVIDA
1.327789985,MIGRACAO INDEVIDA
1.334828425,MIGRACAO INDEVIDA
1.266628727,MIGRACAO INDEVIDA
1.329567285,MIGRACAO INDEVIDA
1.313776684,MIGRACAO INDEVIDA
1.330118844,MIGRACAO INDEVIDA
1.322477882,MIGRACAO INDEVIDA
1.72148145,MIGRACAO INDEVIDA
1.85786297,MIGRACAO INDEVIDA
1.320887272,MIGRACAO INDEVIDA
1.53442956,MIGRACAO INDEVIDA
1.331072404,MIGRACAO INDEVIDA
1.294715968,MIGRACAO INDEVIDA
1.320403199,MIGRACAO INDEVIDA
1.317904067,MIGRACAO INDEVIDA
1.331156076,MIGRACAO INDEVIDA
1.321243024,MIGRACAO INDEVIDA
1.319042301,MIGRACAO INDEVIDA
1.334844447,MIGRACAO INDEVIDA
1.326116656,MIGRACAO INDEVIDA
1.81303616,MIGRACAO INDEVIDA
1.321763001,MIGRACAO INDEVIDA
1.74287545,MIGRACAO INDEVIDA
1.315728487,MIGRACAO INDEVIDA
1.87510398,MIGRACAO INDEVIDA
1.325924794,MIGRACAO INDEVIDA
1.334033778,MIGRACAO INDEVIDA
1.69778850,MIGRACAO INDEVIDA
1.332077503,MIGRACAO INDEVIDA
1.321230454,MIGRACAO INDEVIDA
1.333995281,MIGRACAO INDEVIDA
1.324730321,MIGRACAO INDEVIDA
1.84955639,MIGRACAO INDEVIDA
1.333493559,MIGRACAO INDEVIDA
1.313829876,MIGRACAO INDEVIDA
1.261263682,MIGRACAO INDEVIDA
1.261263782,MIGRACAO INDEVIDA
1.85048245,MIGRACAO INDEVIDA
1.324654225,MIGRACAO INDEVIDA
1.83683946,MIGRACAO INDEVIDA
1.320973725,MIGRACAO INDEVIDA
1.266609057,MIGRACAO INDEVIDA
1.337237759,MIGRACAO INDEVIDA
1.43041096,MIGRACAO INDEVIDA
1.83049613,MIGRACAO INDEVIDA
1.328523638,MIGRACAO INDEVIDA
1.76794680,MIGRACAO INDEVIDA
1.293759838,MIGRACAO INDEVIDA
1.317544437,MIGRACAO INDEVIDA
1.63130870,MIGRACAO INDEVIDA
1.81660747,MIGRACAO INDEVIDA
1.295163307,MIGRACAO INDEVIDA
1.318018932,MIGRACAO INDEVIDA
1.320952371,MIGRACAO INDEVIDA
1.309413370,MIGRACAO INDEVIDA
1.327234305,MIGRACAO INDEVIDA
1.315275996,MIGRACAO INDEVIDA
1.88002999,MIGRACAO INDEVIDA
1.321748455,MIGRACAO INDEVIDA
1.326364306,MIGRACAO INDEVIDA
1.333205722,MIGRACAO INDEVIDA
1.321579773,MIGRACAO INDEVIDA
1.329797072,MIGRACAO INDEVIDA
1.319368856,MIGRACAO INDEVIDA
1.86982662,MIGRACAO INDEVIDA
1.77682867,MIGRACAO INDEVIDA
1.315775196,MIGRACAO INDEVIDA
1.88139455,MIGRACAO INDEVIDA
1.79533222,MIGRACAO INDEVIDA
1.328731964,MIGRACAO INDEVIDA
1.293080747,MIGRACAO INDEVIDA
1.262586946,MIGRACAO INDEVIDA
1.262080771,MIGRACAO INDEVIDA
1.311381971,MIGRACAO INDEVIDA
1.291332551,MIGRACAO INDEVIDA
1.317072657,MIGRACAO INDEVIDA
1.53226782,MIGRACAO INDEVIDA
1.305109554,MIGRACAO INDEVIDA
1.325359386,MIGRACAO INDEVIDA
1.66548404,MIGRACAO INDEVIDA
1.65944682,MIGRACAO INDEVIDA
1.328262120,MIGRACAO INDEVIDA
1.320895598,MIGRACAO INDEVIDA
1.305057544,MIGRACAO INDEVIDA
1.323793702,MIGRACAO INDEVIDA
1.317147759,MIGRACAO INDEVIDA
1.320501077,MIGRACAO INDEVIDA
1.333424012,MIGRACAO INDEVIDA
1.314322040,MIGRACAO INDEVIDA
1.324219188,MIGRACAO INDEVIDA
1.330925386,MIGRACAO INDEVIDA
1.78243532,MIGRACAO INDEVIDA
1.263495840,MIGRACAO INDEVIDA
1.335566612,MIGRACAO INDEVIDA
1.311819713,MIGRACAO INDEVIDA
1.314698806,MIGRACAO INDEVIDA
1.324179433,MIGRACAO INDEVIDA
1.320894360,MIGRACAO INDEVIDA
1.330497638,MIGRACAO INDEVIDA
1.314994047,MIGRACAO INDEVIDA
1.320483093,MIGRACAO INDEVIDA
1.328409733,MIGRACAO INDEVIDA
1.59463012,MIGRACAO INDEVIDA
1.71899155,MIGRACAO INDEVIDA
1.313215805,MIGRACAO INDEVIDA
1.72490476,MIGRACAO INDEVIDA
1.321762940,MIGRACAO INDEVIDA
1.334896741,MIGRACAO INDEVIDA
1.333270373,MIGRACAO INDEVIDA
1.328260653,MIGRACAO INDEVIDA
1.338113143,MIGRACAO INDEVIDA
1.29301174,MIGRACAO INDEVIDA
1.327695788,MIGRACAO INDEVIDA
1.264258926,MIGRACAO INDEVIDA
1.85910622,MIGRACAO INDEVIDA
1.262219373,MIGRACAO INDEVIDA
1.85113455,MIGRACAO INDEVIDA
1.332001750,MIGRACAO INDEVIDA
1.320607288,MIGRACAO INDEVIDA
1.264253285,MIGRACAO INDEVIDA
1.331407979,MIGRACAO INDEVIDA
1.295057857,MIGRACAO INDEVIDA
1.316819468,MIGRACAO INDEVIDA
1.319110483,MIGRACAO INDEVIDA
1.320387944,MIGRACAO INDEVIDA
1.264510922,MIGRACAO INDEVIDA
1.69884240,MIGRACAO INDEVIDA
1.300002682,MIGRACAO INDEVIDA
1.290150270,MIGRACAO INDEVIDA
1.293376488,MIGRACAO INDEVIDA
1.323715207,MIGRACAO INDEVIDA
1.314766290,MIGRACAO INDEVIDA
1.299814274,MIGRACAO INDEVIDA
1.310163431,MIGRACAO INDEVIDA
1.314931862,MIGRACAO INDEVIDA
1.297426833,MIGRACAO INDEVIDA
1.84792805,MIGRACAO INDEVIDA
1.84196107,MIGRACAO INDEVIDA
1.262688001,MIGRACAO INDEVIDA
1.262687976,MIGRACAO INDEVIDA
1.261843788,MIGRACAO INDEVIDA
1.86114459,MIGRACAO INDEVIDA
1.315883226,MIGRACAO INDEVIDA
1.314125944,MIGRACAO INDEVIDA
1.326142882,MIGRACAO INDEVIDA
1.320254881,MIGRACAO INDEVIDA
1.88251413,MIGRACAO INDEVIDA
1.324736263,MIGRACAO INDEVIDA
1.308570204,MIGRACAO INDEVIDA
1.297984791,MIGRACAO INDEVIDA
1.263605225,MIGRACAO INDEVIDA
1.321759910,MIGRACAO INDEVIDA
1.264035633,MIGRACAO INDEVIDA
1.319071814,MIGRACAO INDEVIDA
1.330483045,MIGRACAO INDEVIDA
1.330482976,MIGRACAO INDEVIDA
1.88408428,MIGRACAO INDEVIDA
1.324263214,MIGRACAO INDEVIDA
1.75406228,MIGRACAO INDEVIDA
1.320172725,MIGRACAO INDEVIDA
1.319354345,MIGRACAO INDEVIDA
1.333093734,MIGRACAO INDEVIDA
1.332999304,MIGRACAO INDEVIDA
1.319947819,MIGRACAO INDEVIDA
1.323806929,MIGRACAO INDEVIDA
1.323808488,MIGRACAO INDEVIDA
1.263834967,MIGRACAO INDEVIDA
1.316193225,MIGRACAO INDEVIDA
1.321747291,MIGRACAO INDEVIDA
1.319277990,MIGRACAO INDEVIDA
1.330552433,MIGRACAO INDEVIDA
1.330263254,MIGRACAO INDEVIDA
1.84332695,MIGRACAO INDEVIDA
1.328819228,MIGRACAO INDEVIDA
1.319160347,MIGRACAO INDEVIDA
1.324998063,MIGRACAO INDEVIDA
1.314585065,MIGRACAO INDEVIDA
1.326459824,MIGRACAO INDEVIDA
1.78018191,MIGRACAO INDEVIDA
1.322548982,MIGRACAO INDEVIDA
1.335998726,MIGRACAO INDEVIDA
1.324683007,MIGRACAO INDEVIDA
1.322413647,MIGRACAO INDEVIDA
1.320924244,MIGRACAO INDEVIDA
1.78799034,MIGRACAO INDEVIDA
1.262590444,MIGRACAO INDEVIDA
1.329519835,MIGRACAO INDEVIDA
1.285984557,MIGRACAO INDEVIDA
1.315270806,MIGRACAO INDEVIDA
1.263222340,MIGRACAO INDEVIDA
1.335371130,MIGRACAO INDEVIDA
1.330447139,MIGRACAO INDEVIDA
1.326907457,MIGRACAO INDEVIDA
1.326907485,MIGRACAO INDEVIDA
1.318309663,MIGRACAO INDEVIDA
1.335127569,MIGRACAO INDEVIDA
1.293535386,MIGRACAO INDEVIDA
1.80201425,MIGRACAO INDEVIDA
1.316674470,MIGRACAO INDEVIDA
1.299455470,MIGRACAO INDEVIDA
1.81371283,MIGRACAO INDEVIDA
1.324421914,MIGRACAO INDEVIDA
1.322321926,MIGRACAO INDEVIDA
7.1907413,MIGRACAO INDEVIDA
1.335479479,MIGRACAO INDEVIDA
1.265842440,MIGRACAO INDEVIDA
1.317723882,MIGRACAO INDEVIDA
1.335567931,MIGRACAO INDEVIDA
1.51468181,MIGRACAO INDEVIDA
1.306398356,MIGRACAO INDEVIDA
1.292840132,MIGRACAO INDEVIDA
1.329445719,MIGRACAO INDEVIDA
1.313251741,MIGRACAO INDEVIDA
1.316802477,MIGRACAO INDEVIDA
1.336271582,MIGRACAO INDEVIDA
1.263084137,MIGRACAO INDEVIDA
1.303539792,MIGRACAO INDEVIDA
1.333539657,MIGRACAO INDEVIDA
1.325933056,MIGRACAO INDEVIDA
1.78129811,MIGRACAO INDEVIDA
1.73048616,MIGRACAO INDEVIDA
1.73049340,MIGRACAO INDEVIDA
1.73051644,MIGRACAO INDEVIDA
1.328742640,MIGRACAO INDEVIDA
1.330763094,MIGRACAO INDEVIDA
1.264669946,MIGRACAO INDEVIDA
1.320265894,MIGRACAO INDEVIDA
1.332379120,MIGRACAO INDEVIDA
1.315700104,MIGRACAO INDEVIDA
1.321663152,MIGRACAO INDEVIDA
1.292351186,MIGRACAO INDEVIDA
1.318392660,MIGRACAO INDEVIDA
1.261728380,MIGRACAO INDEVIDA
1.84623013,MIGRACAO INDEVIDA
1.324260503,MIGRACAO INDEVIDA
1.326218910,MIGRACAO INDEVIDA
1.313825154,MIGRACAO INDEVIDA
1.313692422,MIGRACAO INDEVIDA
1.87750199,MIGRACAO INDEVIDA
1.326513732,MIGRACAO INDEVIDA
1.317800873,MIGRACAO INDEVIDA
1.335052768,MIGRACAO INDEVIDA
1.324316435,MIGRACAO INDEVIDA
1.310845227,MIGRACAO INDEVIDA
1.267219301,MIGRACAO INDEVIDA
1.317589457,MIGRACAO INDEVIDA
1.317487026,MIGRACAO INDEVIDA
1.276734602,MIGRACAO INDEVIDA
1.320445788,MIGRACAO INDEVIDA
1.323012431,MIGRACAO INDEVIDA
1.327708624,MIGRACAO INDEVIDA
1.322992505,MIGRACAO INDEVIDA
1.265062920,MIGRACAO INDEVIDA
1.319824480,MIGRACAO INDEVIDA
1.88717753,MIGRACAO INDEVIDA
1.317677670,MIGRACAO INDEVIDA
1.290318715,MIGRACAO INDEVIDA
1.325016816,MIGRACAO INDEVIDA
1.316719704,MIGRACAO INDEVIDA
1.79126535,MIGRACAO INDEVIDA
1.320616323,MIGRACAO INDEVIDA
1.57449289,MIGRACAO INDEVIDA
1.63550044,MIGRACAO INDEVIDA
1.69160559,MIGRACAO INDEVIDA
1.81480828,MIGRACAO INDEVIDA
1.85789743,MIGRACAO INDEVIDA
1.80377701,MIGRACAO INDEVIDA
1.79182622,MIGRACAO INDEVIDA
1.85818763,MIGRACAO INDEVIDA
1.317924044,MIGRACAO INDEVIDA
1.319083562,MIGRACAO INDEVIDA
1.262232137,MIGRACAO INDEVIDA
1.87603602,MIGRACAO INDEVIDA
1.320886941,MIGRACAO INDEVIDA
